iteration,target_column,#classes,#class_0,#class_1,#class_2,min_class_size,training_type,K,algorithm,feature_set,Features_count,balanced,accuracy,precision,recall,F1,AUC
5,target_population,3,119,358,23,23,K-Fold,5,LogReg,TFIDF_profile_text,500,False,0.778,0.5193,0.4351,0.4426,0.7613
5,target_population,3,119,358,23,23,LOOCV,,LogReg,TFIDF_profile_text,500,False,0.778,0.5145,0.4407,0.449,0.7477
5,target_population,3,119,358,23,23,K-Fold,5,Decision Tree,TFIDF_profile_text,500,False,0.73,0.441,0.4483,0.4444,0.6137
5,target_population,3,119,358,23,23,LOOCV,,Decision Tree,TFIDF_profile_text,500,False,0.722,0.4333,0.4278,0.4286,0.5734
5,target_population,3,119,358,23,23,K-Fold,5,Random Forest,TFIDF_profile_text,500,False,0.778,0.4977,0.4426,0.4487,0.7159
5,target_population,3,119,358,23,23,LOOCV,,Random Forest,TFIDF_profile_text,500,False,0.78,0.4979,0.451,0.4575,0.709
5,target_population,3,119,358,23,23,K-Fold,5,SVM,TFIDF_profile_text,500,False,0.782,0.4869,0.4725,0.4748,
5,target_population,3,119,358,23,23,LOOCV,,SVM,TFIDF_profile_text,500,False,0.784,0.4981,0.4753,0.4808,
5,target_population,3,119,358,23,23,K-Fold,5,AdaBoost,TFIDF_profile_text,500,False,0.714,0.3878,0.3399,0.298,0.5964
5,target_population,3,119,358,23,23,LOOCV,,AdaBoost,TFIDF_profile_text,500,False,0.718,0.4078,0.3455,0.3087,0.6062
5,target_population,3,119,358,23,23,K-Fold,5,XGBoost,TFIDF_profile_text,500,False,0.774,0.4935,0.4632,0.4712,0.7353
5,target_population,3,119,358,23,23,LOOCV,,XGBoost,TFIDF_profile_text,500,False,0.78,0.5247,0.4814,0.494,0.7197
5,target_population,3,119,358,23,23,K-Fold,5,LogReg,TFIDF_profile_text,500,True,0.732,0.4852,0.4904,0.4859,0.7223
5,target_population,3,119,358,23,23,LOOCV,,LogReg,TFIDF_profile_text,500,True,0.71,0.4892,0.496,0.4887,0.7145
5,target_population,3,119,358,23,23,K-Fold,5,Decision Tree,TFIDF_profile_text,500,True,0.678,0.4308,0.3998,0.4124,0.572
5,target_population,3,119,358,23,23,LOOCV,,Decision Tree,TFIDF_profile_text,500,True,0.532,0.4479,0.3566,0.3909,0.5858
5,target_population,3,119,358,23,23,K-Fold,5,Random Forest,TFIDF_profile_text,500,True,0.786,0.5092,0.4576,0.4659,0.7161
5,target_population,3,119,358,23,23,LOOCV,,Random Forest,TFIDF_profile_text,500,True,0.672,0.5144,0.433,0.4623,0.6819
5,target_population,3,119,358,23,23,K-Fold,5,SVM,TFIDF_profile_text,500,True,0.768,0.4837,0.4754,0.4778,
5,target_population,3,119,358,23,23,LOOCV,,SVM,TFIDF_profile_text,500,True,0.754,0.4951,0.4768,0.4841,
5,target_population,3,119,358,23,23,K-Fold,5,AdaBoost,TFIDF_profile_text,500,True,0.508,0.4006,0.4057,0.3655,0.5812
5,target_population,3,119,358,23,23,LOOCV,,AdaBoost,TFIDF_profile_text,500,True,0.484,0.4105,0.4114,0.3562,0.5819
5,target_population,3,119,358,23,23,K-Fold,5,XGBoost,TFIDF_profile_text,500,True,0.754,0.485,0.4576,0.468,0.6899
5,target_population,3,119,358,23,23,LOOCV,,XGBoost,TFIDF_profile_text,500,True,0.764,0.5106,0.4908,0.499,0.676
5,target_population,3,119,358,23,23,K-Fold,5,LogReg,TFIDF_profile_text+numeric_metadata,504,False,0.77,0.5142,0.4277,0.4345,0.7549
5,target_population,3,119,358,23,23,LOOCV,,LogReg,TFIDF_profile_text+numeric_metadata,504,False,0.77,0.5053,0.4333,0.4406,0.7434
5,target_population,3,119,358,23,23,K-Fold,5,Decision Tree,TFIDF_profile_text+numeric_metadata,504,False,0.692,0.4176,0.4194,0.4184,0.5886
5,target_population,3,119,358,23,23,LOOCV,,Decision Tree,TFIDF_profile_text+numeric_metadata,504,False,0.698,0.4353,0.4259,0.4302,0.5969
5,target_population,3,119,358,23,23,K-Fold,5,Random Forest,TFIDF_profile_text+numeric_metadata,504,False,0.786,0.5087,0.4519,0.4598,0.7486
5,target_population,3,119,358,23,23,LOOCV,,Random Forest,TFIDF_profile_text+numeric_metadata,504,False,0.794,0.5269,0.4631,0.4742,0.7582
5,target_population,3,119,358,23,23,K-Fold,5,SVM,TFIDF_profile_text+numeric_metadata,504,False,0.774,0.4795,0.4651,0.4672,
5,target_population,3,119,358,23,23,LOOCV,,SVM,TFIDF_profile_text+numeric_metadata,504,False,0.79,0.5034,0.4819,0.4873,
5,target_population,3,119,358,23,23,K-Fold,5,AdaBoost,TFIDF_profile_text+numeric_metadata,504,False,0.744,0.4503,0.4099,0.4097,0.6878
5,target_population,3,119,358,23,23,LOOCV,,AdaBoost,TFIDF_profile_text+numeric_metadata,504,False,0.772,0.4849,0.4417,0.4464,0.7157
5,target_population,3,119,358,23,23,K-Fold,5,XGBoost,TFIDF_profile_text+numeric_metadata,504,False,0.788,0.5572,0.4889,0.5015,0.736
5,target_population,3,119,358,23,23,LOOCV,,XGBoost,TFIDF_profile_text+numeric_metadata,504,False,0.784,0.5704,0.4851,0.4985,0.7628
5,target_population,3,119,358,23,23,K-Fold,5,LogReg,TFIDF_profile_text+numeric_metadata,504,True,0.744,0.4891,0.4978,0.4917,0.7248
5,target_population,3,119,358,23,23,LOOCV,,LogReg,TFIDF_profile_text+numeric_metadata,504,True,0.728,0.5097,0.5063,0.5041,0.7202
5,target_population,3,119,358,23,23,K-Fold,5,Decision Tree,TFIDF_profile_text+numeric_metadata,504,True,0.684,0.4652,0.4774,0.4691,0.6274
5,target_population,3,119,358,23,23,LOOCV,,Decision Tree,TFIDF_profile_text+numeric_metadata,504,True,0.68,0.4645,0.4582,0.4565,0.6168
5,target_population,3,119,358,23,23,K-Fold,5,Random Forest,TFIDF_profile_text+numeric_metadata,504,True,0.786,0.5205,0.4482,0.4575,0.7428
5,target_population,3,119,358,23,23,LOOCV,,Random Forest,TFIDF_profile_text+numeric_metadata,504,True,0.794,0.5365,0.4613,0.4736,0.742
5,target_population,3,119,358,23,23,K-Fold,5,SVM,TFIDF_profile_text+numeric_metadata,504,True,0.772,0.5112,0.4945,0.5003,
5,target_population,3,119,358,23,23,LOOCV,,SVM,TFIDF_profile_text+numeric_metadata,504,True,0.768,0.5065,0.4852,0.4935,
5,target_population,3,119,358,23,23,K-Fold,5,AdaBoost,TFIDF_profile_text+numeric_metadata,504,True,0.648,0.4578,0.4887,0.4644,0.65
5,target_population,3,119,358,23,23,LOOCV,,AdaBoost,TFIDF_profile_text+numeric_metadata,504,True,0.588,0.4294,0.4631,0.4294,0.6487
5,target_population,3,119,358,23,23,K-Fold,5,XGBoost,TFIDF_profile_text+numeric_metadata,504,True,0.758,0.5319,0.496,0.5059,0.7196
5,target_population,3,119,358,23,23,LOOCV,,XGBoost,TFIDF_profile_text+numeric_metadata,504,True,0.78,0.525,0.4945,0.5028,0.7438
5,target_population,2,119,358,0,119,K-Fold,5,LogReg,TFIDF_profile_text,500,False,0.7778,0.7801,0.5686,0.5615,0.8472
5,target_population,2,119,358,0,119,LOOCV,,LogReg,TFIDF_profile_text,500,False,0.7904,0.7816,0.6023,0.6128,0.8577
5,target_population,2,119,358,0,119,K-Fold,5,Decision Tree,TFIDF_profile_text,500,False,0.7757,0.6964,0.6738,0.6829,0.6856
