username,bio,location,predicted_class,confidence_level,prob_0,prob_1,prob_2,uncertainty_score,target_population,locals_vs_diaspora,person_vs_organization,comments
AlmostFamousUSA,just a chick who thinks men don’t belong in women’s sports covid started in a lab and that liberalism is a mental disease. i’m occasionally funny.,your dreams,1,0.3397606267694212,0.3343448078621781,0.3397606267694212,0.3258945653684006,0.6602393732305787,,,,
Tawane_A,consultant|views are my own & don’t represent any institution/outlet. retweets ≠ endorsements.,nairobi |mogadishu,1,0.3397606267694212,0.3343448078621781,0.3397606267694212,0.3258945653684006,0.6602393732305787,,,,
Sharon_Luzon,".

who you trying to get crazy with ése?
don't you know i'm loco?

.
.
أَبو الْعَالَمَين
.
مُخَضرَم
.",tel aviv,1,0.3397606267694212,0.3343448078621781,0.3397606267694212,0.3258945653684006,0.6602393732305787,,,,
jasonsfolly,professional faker. amateur human. failed deatheater. tightly-clad space pilot. commie. angel hunter. don't even.,lost,1,0.3397606267694212,0.3343448078621781,0.3397606267694212,0.3258945653684006,0.6602393732305787,,,,
Esp_licit,". ultrazen pov.
- your delusions don't constitute my moral obligations -",europe,1,0.3397606267694212,0.3343448078621781,0.3397606267694212,0.3258945653684006,0.6602393732305787,,,,
DuduLagziel,titles don't mean a thing. trust me i'm a phd. (,israel,1,0.3397606267694212,0.3343448078621781,0.3397606267694212,0.3258945653684006,0.6602393732305787,,,,
TammyGanRos,i don't want clever conversation i never want to work that hard,,1,0.3397606267694212,0.3343448078621781,0.3397606267694212,0.3258945653684006,0.6602393732305787,,,,
simon_schama,the past is never dead. it's not even past (faulkner) . historian writer art critic cook bbc presenter but not necessarily in that order,,1,0.3397776826048195,0.3289791800844231,0.3397776826048195,0.3312431373107574,0.6602223173951804,,,,
TMZ,breaking pop culture entertainment news as it happens.,los angeles ca,1,0.3397776826048195,0.3289791800844231,0.3397776826048195,0.3312431373107574,0.6602223173951804,,,,
aion2x,"the greek word for apocalypse is apokálypsis which means ""revelation"" or ""uncovering"". it comes from the words apokalýp(tein) which means ""to uncover reveal""",deep underground military base,1,0.3397776826048195,0.3289791800844231,0.3397776826048195,0.3312431373107574,0.6602223173951804,,,,
leigh_or75670,the best way to predict the future is to create it,,1,0.3397776826048195,0.3289791800844231,0.3397776826048195,0.3312431373107574,0.6602223173951804,,,,
HotBiMommy1,"a naughty mid 40s married bi mommy...
trying to be myself hope you find it sexy",israel,1,0.3397776826048195,0.3289791800844231,0.3397776826048195,0.3312431373107574,0.6602223173951804,,,,
NataliaAntonova,ukrainian-american. writer. advocate for the glorious normie restoration. safer dating now creator. i do osint but i make it girly.,colorado springs co,1,0.3397776826048195,0.3289791800844231,0.3397776826048195,0.3312431373107574,0.6602223173951804,,,,
ProjectLincoln,"""you cannot escape the responsibility of tomorrow by evading it today.” – abraham lincoln",the united states of america,1,0.3397776826048195,0.3289791800844231,0.3397776826048195,0.3312431373107574,0.6602223173951804,,,,
odedmudrik,"שופט סגן נשיא (בדימוס) של ביהמ""ש המחוזי ת""א. פרופסור (בדימוס) אונ' אריאל יועץ מיוחד למשרד ayr רץ ונשיא כבוד בקבוצת הריצה - judge do it.משתתף בקריאת ""הדף היומי""",ישראל,1,0.3397776826048195,0.3289791800844231,0.3397776826048195,0.3312431373107574,0.6602223173951804,,,,
Daniel85401173,"embrace the dissonance let it unfold
challenge the contradictions be bold.
from the clash of thoughts wisdom shall rise
revealing truths that lie disguised",israel,1,0.3397776826048195,0.3289791800844231,0.3397776826048195,0.3312431373107574,0.6602223173951804,,,,
yuvadm,in the words of archimedes give me a long enough lever and a place to rest it - or i will kill one hostage every hour.,127.0.0.1,1,0.3397776826048195,0.3289791800844231,0.3397776826048195,0.3312431373107574,0.6602223173951804,,,,
Ortal_Shnitzer,"דיג'אית - dj-it 
מרתוניסטית 42.2km
דוברת עירוני טבריה לשעבר 14/15 
אוהדת הפועל תל אביב",ישראל,1,0.3397776826048195,0.3289791800844231,0.3397776826048195,0.3312431373107574,0.6602223173951804,,,,
marcyrw,democracy will prevail. women won't go back. pro-choice/att'y/prof./texan helping to turn it blue. i stand w. israel and ukraine. i block rape deniers. no dms.,everywhere,1,0.3397776826048195,0.3289791800844231,0.3397776826048195,0.3312431373107574,0.6602223173951804,,,,
DASSA0104,you will never fly if you don't trust your own wings,ישראל,1,0.3397785897467298,0.3307431983875968,0.3397785897467298,0.3294782118656733,0.6602214102532702,,,,
elcoconut12,vine a reírme de cuánto soroco hay acá!!! buuu soy el coco,tel aviv,1,0.3403884141373332,0.3362413985533886,0.3403884141373332,0.3233701873092782,0.6596115858626668,,,,
Yonatan_Touval,personal account | mitvim the israeli institute for regional foreign policies | words in:,tel aviv,0,0.3404234008087085,0.3404234008087085,0.3397565494507911,0.3198200497405004,0.6595765991912914,,,,
ramivered,"bring them home
now
bibi go to hell",israel,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
SyomabCovid19,"כרגע מתמקד בעיקר בזירת המלחמה שלנו.
כותב על גיאופוליטיקה עולמית.
אוסף מידע מנגיש אותו ומנסה לחבר בין הנקודות.
מתעניין במדערפואה כלכלה היסטוריה וחברה.",ישראל,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
tamam231,נשוי לאישה מדהימה אב לתינוקת נפלאה בעלים של כלבה דעתנית. עצמאי רץ למרחקים ארוכים חופר לא מעט אבל על הדברים הנכונים. ספורט מוזיקה אוכל פוליטיקה. החיים.,ישראל,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
nivli,"space & tech journalist.
classically trained in journalism ballet and political thought. bylines: walla zdnet. opinions are my own.",israel,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
harnevo,entrepreneur. ex co-founder & ceo 5min (acquired by aol) & homeis; president video at aol; board at talkspace and others. new stuff in stealth coming soon…,israel,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
HilzFuld,proud zionist/jew global speaker (50+ cities) tech columnist (tc inc vb fastco)/advisor (google microsoft oracle) dad x5. we will dance again!,israel,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
orlybarlev,"עיתונאית עצמאית. אקטיביסטית. דמוקרטיה. שחיתות שלטונית. 
independent journalist. activist. democracy. government corruption.
tweets in english",israel,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
tomashinyu3,בשל לסבאות משותפת,יפו,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
dana_olmert,מרצה בכירה לספרות באוני׳ ת״א,ישראל / פלסטין,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
AmirKochavi,אבא של אופיר ורותם. ראש עיריית הוד השרון. ומותר ומותר לאהוב.,israel,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
morbaram,דוקטור אבל לא לרפואה אמא אבל רק ל2 נס ציונית בנשמה מובילת הקמפיין: תנו לאפרסמון אימוג׳י.,ישראל,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
michalpeylan,email: michalp@ch2news.tv •,ישראל,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
FreifeldRacheli,קופירייטרית נטולת השכלה,,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
CatRobotIL,postdoc,israel,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
GOsatinsky,"7 ימים ידיעות אחרונות
|
לשעבר 'המקור'
guy-as@yedioth.co.il",,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
ruth_elbaz,עובדת בכאן הבעיה של השמאל ודודה לאחיינים,,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
LiorLilush,nbamusichistory and art fan and everything pop culture,,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
moshe7749,man of the world,jerusalem israel,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
PathofGiving,,israel,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
adihasid,אוהב אדם אוהב המדינהומוכן להתווכח עם תומכים ומתנגדיםעם מתן כבוד למכבדיי. תחומי עיסוק .   החזרי מס לשכירים   ייעוץ לפרישה  ביטוח.,רחובות ישראל was,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
efraimleaf,סרטים מוסיקה (גם ג׳אז) ספרים צילום תרבות אומנות סטרימינג סביבהאוכל אמיתי פרוגליות וצום. דעתי האישית בלבד. מייסד שותף מובילנד בתי קולנוע. תמיד מקווה לטוב,in the matrix,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
ShperlingAmir,הכוכב של מחוז גוש דן. תסריטאי. כותב לארץ נהדרת. “לא זה לא יכול להיות שכל העבודה שלך זה לשחק עם אותיות”.,ישראל,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
kipodist,גבר שמנמן וקוצני עם זין קטן,israel,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
ayakorem,לוחמנית בגבולות סבירים,israel,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
danielamram3,independent journalist | israel | politics | exposing scams | shaming violence | daniel amram uncensored,united states,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
goldens32,מנסה להיות אופטימית,israel,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
TM76361657,gender realist stubborn unbeliever of fairy tales. fact loving israel supporting christian atheist. music travel & animal fan (especially otters).,london england,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
erikb0305,,ישראל,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
alonashtrum,if you are not paying for it you are the product.,ישראל,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
MaestroNirBrand,orchestra conductor performer galey zahal broadcaster educator and humanitarian. performs worldwide.,israel,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
RoieLabes,"הסולן הבא של להקת טיפקס.
עומרי קנדה נתן לי חיבוק בשני מקרים שונים. פעמיים כתבתי שאלות ל״20 שאלות״ של הארץ ופעם אחת בתשבץ של דקל בנו.
חפשו 'רועי לבס' בספוטיפיי.",israel,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
shaulmert,כל העולם השתגע אני הנורמלי היחיד,israel,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
amsterdamski2,עיתונאי ב-,israel,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
goraly,עורך הסכתים podcaster,israel,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
SuperpoweredApp,"the ai copilot for your meetings

for support please email team@superpowered.me",san francisco ca,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
bbrode,i,orange county ca,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
michellexgolden,צוכה בוחקת,21,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
Shira_Fridman,אני יודעת שאני יודעת שאני לא יודעת,,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
goodhertz,modern interfaces excellent audio,los angeles ca,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
aaddams,האזין פעם לפודקסט של שעתיים וחצי על מברשות שיניים חשמליות. כותב סדרות למגירה,,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
ashevat,early stage investor.,austin,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
GONENB1,"פעיל חברתי
ממייסדי קריים מיניסטר
עורך דין
ממקימי מערך עוטף עצורים של המחאה
יוצר דוקומנטרי
קמפיין מימון:",ישראל,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
itzikdev,אנחנו של ישראל,,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
baruchikra,כתב ופרשן חדשות 13 לענייני משפט,ישראל,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
irad,music composer of day to day soundtracks. among the hits written: ta na na too doo doo da ta da da dadidaduda tu ta da and more.,los angeles ca,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
hkim14050017,אין דבר פוליטי יותר ממחיר הלחם,ישראל,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
micobz,co founder,israel,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
AmitLidor,husband father,israel,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
shimonba,cmo & co-founder at,mars,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
jonattias,father husband entrepreneur | mh fc fan,israel,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
noaost,עורכת כותבת מוחקת,,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
MayaKadosh,chief of staff for foreign policy to minster,ישראל,0,0.3404251445666141,0.3404251445666141,0.3396706326396234,0.3199042227937625,0.6595748554333859,,,,
